product_id,product_name,category,price,created_date
1989,Here,Electronics,22143.15,2023-12-10
1990,Health,Clothing,41136.82,2024-08-31
1991,Civil,Clothing,14167.76,2024-09-07
1992,Social,Clothing,22975.73,2024-02-05
1993,Effort,Sports,17418.41,2025-03-11
1994,Change,Clothing,33393.9,2023-04-24
1995,May,Electronics,43123.93,2025-06-22
1996,War,Sports,49473.61,2023-02-09
1997,Fact,Electronics,47026.92,2024-09-13
1998,Same,Clothing,9838.81,2023-12-30
1999,Tough,Clothing,23596.28,2024-01-15
2000,Church,Electronics,24679.2,2025-06-03
2001,Each,Books,34383.25,2025-10-18
2002,Area,Books,18134.05,2023-02-25
2003,Talk,Home,40005.92,2024-07-15
2004,Write,Books,20865.65,2025-12-20
2005,Necessary,Sports,44505.2,2024-08-02
2006,Popular,Electronics,8857.03,2025-05-03
2007,Himself,Home,36838.37,2023-04-24
2008,Education,Books,24532.26,2024-02-09
2009,Part,Books,48514.74,2025-09-10
2010,A,Electronics,37105.97,2023-07-31
2011,Seat,Home,7147.05,2025-02-06
2012,Both,Books,8348.58,2023-11-24
2013,Western,Home,11013.62,2024-05-14
2014,Police,Sports,20387.18,2024-04-29
2015,Gas,Sports,28873.04,2023-04-01
2016,Direction,Electronics,39303.59,2025-05-03
2017,Project,Home,46950.86,2023-04-25
2018,Power,Home,16940.27,2025-01-11
2019,Effect,Home,42271.53,2025-07-28
2020,Good,Sports,8838.64,2025-08-15
2021,Still,Electronics,1359.34,2024-03-14
2022,Make,Sports,43716.18,2023-11-25
2023,East,Books,132.6,2023-12-31
2024,Staff,Clothing,39650.48,2025-06-03
2025,Piece,Books,18888.86,2023-10-24
2026,Writer,Electronics,7687.22,2025-09-08
2027,Leave,Electronics,27761.44,2025-08-30
2028,Hard,Sports,4779.45,2023-06-26
2029,Able,Clothing,11930.53,2023-07-31
2030,Happy,Home,2098.95,2025-03-26
2031,Thus,Home,11983.52,2024-06-24
2032,Cold,Home,29538.4,2025-04-16
2033,Standard,Sports,23368.34,2024-09-13
2034,Team,Electronics,35154.17,2025-09-04
2035,Must,Clothing,38045.17,2023-10-21
2036,Power,Electronics,35233.76,2024-12-06
2037,Strategy,Sports,38495.5,2025-09-14
2038,National,Sports,35435.28,2025-04-29
2039,Moment,Clothing,8618.35,2025-05-26
2040,Example,Sports,38168.38,2023-10-25
2041,Speech,Electronics,25577.98,2023-10-31
2042,Difference,Books,33534.62,2024-05-16
2043,Degree,Books,25541.72,2023-02-04
2044,House,Sports,2607.13,2024-01-02
2045,Right,Books,13995.69,2024-08-22
2046,Us,Electronics,21965.11,2024-10-06
2047,Low,Electronics,39820.77,2024-07-24
2048,Newspaper,Home,22507.03,2025-02-28
2049,Yourself,Electronics,16866.75,2025-03-01
2050,International,Books,36257.45,2024-07-07
2051,Us,Electronics,30455.14,2024-10-25
2052,Media,Home,8757.45,2025-03-16
2053,Down,Electronics,30577.46,2025-11-03
2054,Lead,Clothing,19665.47,2024-07-18
2055,Support,Home,28466.4,2025-01-28
2056,Surface,Electronics,10617.99,2025-06-25
2057,Majority,Clothing,33901.92,2025-09-25
2058,East,Sports,41769.79,2024-12-09
2059,Pull,Clothing,15970.67,2024-05-31
2060,Step,Sports,41360.24,2023-03-15
2061,Expert,Electronics,14211.78,2023-06-21
2062,Might,Home,17319.68,2024-11-24
2063,Free,Electronics,16677.06,2023-12-15
2064,Property,Clothing,33426.61,2024-07-07
2065,Book,Home,31891.03,2024-09-23
2066,Rate,Home,30612.03,2025-11-29
2067,Recent,Home,9696.26,2025-11-18
2068,Sometimes,Books,42420.65,2023-05-05
2069,Join,Sports,44254.27,2023-12-02
2070,Prevent,Books,17585.62,2025-08-09
2071,Organization,Electronics,14152.64,2023-11-01
2072,Imagine,Clothing,22835.4,2024-09-14
2073,Officer,Clothing,35830.89,2025-03-24
2074,Training,Electronics,17409.61,2023-01-27
2075,Machine,Books,49506.43,2025-01-11
2076,Various,Clothing,13978.64,2024-03-10
2077,Interview,Home,42491.76,2024-09-28
2078,Safe,Clothing,17235.0,2023-12-05
2079,Onto,Electronics,46780.68,2024-03-18
2080,Treatment,Clothing,46438.67,2024-04-28
2081,Business,Books,8327.75,2024-01-02
2082,They,Books,13720.2,2024-08-21
2083,Since,Sports,22391.05,2025-03-16
2084,Require,Clothing,9550.73,2025-11-14
2085,Simply,Clothing,45247.84,2023-04-30
2086,Me,Books,37718.02,2025-12-01
2087,Whom,Clothing,8941.91,2024-02-27
2088,Their,Sports,5828.37,2023-02-27
2089,Could,Home,2874.72,2025-04-07
2090,Soon,Home,10701.12,2023-10-27
2091,While,Sports,12547.96,2023-12-03
2092,Bit,Clothing,42821.01,2025-07-24
2093,Start,Clothing,44788.59,2025-08-30
2094,Road,Books,15762.52,2025-07-10
2095,Blood,Electronics,22058.9,2024-12-27
2096,Nice,Clothing,9313.16,2025-08-22
2097,Individual,Clothing,30229.47,2025-02-17
2098,Speech,Books,41564.36,2023-07-17
2099,Stuff,Sports,36772.8,2023-07-15
2100,Ahead,Electronics,5934.48,2025-11-07
2101,Consumer,Sports,24691.7,2024-02-25
2102,Yeah,Clothing,6940.76,2023-01-12
2103,Significant,Electronics,8303.84,2025-03-30
2104,Make,Electronics,19567.0,2025-06-24
2105,Indicate,Electronics,2357.93,2025-10-19
2106,Expert,Books,36676.71,2025-05-21
2107,Gas,Books,29112.71,2023-01-10
2108,Character,Sports,41066.95,2023-08-29
2109,Card,Home,20601.77,2024-11-01
2110,Unit,Clothing,16407.06,2023-11-29
2111,Notice,Electronics,4228.43,2024-04-18
2112,Ten,Home,40068.94,2024-09-10
2113,Bit,Sports,5026.99,2025-09-25
2114,Represent,Sports,23252.69,2023-12-27
2115,Similar,Home,49030.35,2024-07-28
2116,Land,Sports,11391.14,2023-03-03
2117,Increase,Home,29782.88,2024-08-04
2118,System,Electronics,35015.29,2025-08-16
2119,Bring,Home,32970.01,2024-03-20
2120,Heavy,Books,11230.8,2024-03-15
2121,Goal,Clothing,39495.67,2025-08-02
2122,One,Sports,12387.58,2025-03-23
2123,Imagine,Books,49180.0,2023-03-09
2124,Much,Electronics,1685.75,2024-12-03
2125,Decide,Clothing,21618.57,2024-07-06
2126,Bag,Clothing,2612.44,2023-04-10
2127,Democrat,Books,1459.78,2024-07-23
2128,Guess,Electronics,22950.66,2025-06-30
2129,Maybe,Sports,30737.12,2023-06-07
2130,Call,Electronics,6980.47,2023-08-03
2131,Hair,Clothing,18024.52,2023-09-23
2132,Seven,Sports,37284.46,2025-11-26
2133,House,Home,17605.87,2025-12-03
2134,Ability,Electronics,16476.16,2023-01-01
2135,Institution,Clothing,7886.19,2025-04-14
2136,Country,Electronics,17980.9,2024-09-09
2137,Issue,Sports,42061.34,2025-08-18
2138,Manage,Sports,28865.97,2023-09-16
2139,Person,Sports,19292.09,2024-05-28
2140,Area,Electronics,13860.29,2025-09-16
2141,Six,Home,936.14,2023-03-29
2142,Mention,Sports,46694.1,2023-12-31
2143,Major,Electronics,21095.98,2023-05-17
2144,Try,Clothing,1729.69,2025-03-17
2145,Head,Sports,15658.93,2024-10-27
2146,Eight,Home,32854.84,2022-12-24
2147,Office,Clothing,16672.28,2025-06-16
2148,Girl,Electronics,35766.19,2023-08-31
2149,Job,Sports,11276.73,2024-02-27
2150,Exactly,Books,5906.29,2025-03-20
2151,Family,Home,38701.25,2024-01-09
2152,Dream,Books,34697.42,2023-10-29
2153,Three,Home,17797.84,2025-09-11
2154,Can,Books,34099.52,2023-05-17
2155,Assume,Clothing,41698.84,2024-08-14
2156,Pull,Sports,21965.02,2023-11-25
2157,Behavior,Home,48116.85,2024-06-25
2158,Thus,Home,17809.39,2023-07-29
2159,Pull,Sports,26629.89,2025-05-13
2160,Far,Sports,3598.4,2024-08-07
2161,Wall,Books,27860.77,2025-05-07
2162,Art,Books,45371.72,2023-08-31
2163,Cultural,Books,21017.23,2024-11-17
2164,True,Books,25961.98,2023-04-16
2165,Respond,Clothing,27896.32,2023-11-06
2166,Worry,Home,13190.91,2023-10-12
2167,Something,Sports,41841.27,2025-08-24
2168,Father,Books,45829.39,2024-08-28
2169,Foot,Clothing,15897.68,2025-05-19
2170,Head,Home,4659.57,2025-11-27
2171,Any,Clothing,2248.31,2024-06-21
2172,Check,Sports,21480.05,2024-06-17
2173,Sing,Books,22250.8,2025-08-06
2174,Vote,Sports,32936.94,2025-11-21
2175,Republican,Clothing,11933.51,2025-01-17
2176,Pick,Books,19014.12,2025-12-14
2177,Election,Clothing,42226.2,2023-09-22
2178,Cover,Clothing,25753.36,2023-01-17
2179,From,Sports,45088.99,2024-01-30
2180,Cause,Home,28014.33,2025-09-30
2181,Language,Clothing,418.31,2025-10-12
2182,Shake,Electronics,34865.09,2023-12-10
2183,Relationship,Books,11771.46,2024-07-26
2184,Hold,Home,17355.72,2024-08-04
2185,Particularly,Home,47343.14,2024-06-08
2186,Thus,Books,19174.39,2023-07-26
2187,Myself,Home,22774.72,2025-01-16
2188,Ten,Clothing,1385.9,2025-07-03
2189,Level,Books,9637.49,2024-01-31
2190,Music,Electronics,21606.1,2023-10-28
2191,Throughout,Home,46932.64,2023-04-07
2192,Part,Clothing,31175.39,2024-12-09
2193,Throughout,Sports,15430.1,2024-05-03
2194,If,Electronics,8095.26,2025-03-01
2195,Although,Sports,28314.46,2023-10-15
2196,But,Electronics,39880.83,2024-08-21
2197,Effect,Clothing,4297.97,2023-03-25
2198,Along,Clothing,17093.19,2023-03-30
2199,Turn,Electronics,2714.33,2023-12-30
2200,Former,Home,30162.23,2024-01-06
2201,Listen,Clothing,3932.69,2025-04-22
2202,Officer,Home,1283.02,2024-05-06
2203,Three,Sports,47417.75,2024-08-03
2204,Fine,Electronics,11650.61,2025-01-19
2205,Attack,Clothing,46330.54,2024-12-28
2206,Stock,Clothing,46353.13,2025-09-14
2207,Consumer,Home,2065.65,2024-10-08
2208,Population,Electronics,583.38,2023-08-19
2209,Group,Home,1529.76,2025-08-16
2210,All,Clothing,47343.13,2025-02-09
2211,Road,Electronics,39389.86,2023-06-15
2212,Sister,Clothing,29458.78,2024-10-26
2213,Particular,Sports,28354.13,2025-07-09
2214,Quickly,Clothing,3188.1,2023-11-06
2215,Such,Home,35501.0,2023-10-02
2216,Particular,Books,21363.45,2024-08-29
2217,Picture,Home,40301.88,2023-12-06
2218,Lawyer,Sports,15945.97,2024-10-10
2219,Pm,Books,40883.54,2023-03-17
2220,Field,Sports,4586.82,2025-01-14
2221,Thing,Books,22557.93,2025-05-12
2222,Big,Sports,31360.21,2023-06-05
2223,Table,Sports,4267.89,2024-04-05
2224,Design,Clothing,33173.53,2023-07-11
2225,Different,Books,24677.52,2024-03-14
2226,High,Sports,36403.71,2024-06-17
2227,Treatment,Books,34720.9,2025-10-15
2228,Forward,Books,8152.23,2023-02-22
2229,Different,Clothing,10508.56,2024-04-27
2230,So,Sports,38032.03,2023-07-04
2231,Those,Books,27416.0,2024-03-01
2232,Dream,Electronics,13481.9,2024-04-12
2233,Manage,Books,20445.02,2024-10-14
2234,Half,Clothing,2928.35,2023-10-25
2235,Speech,Books,29283.45,2024-11-13
2236,Body,Home,34888.47,2023-07-25
2237,Worker,Sports,12401.34,2025-02-24
2238,Project,Sports,17306.4,2023-04-12
2239,Where,Books,44794.93,2025-06-28
2240,Do,Books,6193.36,2024-09-02
2241,Standard,Home,20624.07,2025-09-29
2242,Support,Books,33651.95,2025-08-27
2243,Republican,Electronics,7141.27,2023-07-20
2244,Everyone,Books,5369.02,2023-02-03
2245,Wear,Sports,7900.22,2024-11-10
2246,Computer,Home,18087.68,2025-05-28
2247,Cultural,Clothing,1843.47,2025-09-30
2248,Price,Books,4153.36,2023-07-15
2249,From,Clothing,22281.96,2023-03-03
2250,Development,Books,48866.27,2024-07-26
2251,Section,Home,28932.57,2024-12-28
2252,Including,Sports,31931.3,2025-11-07
2253,Yard,Sports,38423.47,2025-09-20
2254,So,Home,20618.4,2024-04-30
2255,Young,Clothing,30976.73,2023-08-02
2256,Middle,Electronics,25085.48,2025-10-18
2257,Above,Sports,21538.18,2025-04-26
2258,Material,Electronics,6545.8,2025-09-13
2259,Quality,Sports,38997.88,2024-04-29
2260,Land,Clothing,26227.67,2023-02-01
2261,Information,Books,2102.93,2024-11-25
2262,Anyone,Electronics,24662.39,2024-03-02
2263,A,Electronics,32639.44,2023-05-30
2264,Capital,Sports,38291.63,2024-07-08
2265,Leader,Clothing,30163.24,2025-11-16
2266,Down,Books,5231.85,2024-07-13
2267,Worry,Clothing,14462.78,2024-12-24
2268,Positive,Clothing,33724.56,2025-04-16
2269,Dinner,Sports,6840.5,2023-02-04
2270,Student,Home,33856.54,2023-09-17
2271,Nothing,Electronics,47202.02,2023-07-26
2272,Accept,Electronics,34158.37,2025-03-20
2273,Shake,Books,167.18,2023-03-21
2274,Line,Books,13868.54,2024-11-15
2275,Set,Electronics,1017.47,2023-08-03
2276,New,Clothing,34648.48,2024-06-03
2277,Station,Electronics,31303.98,2025-02-25
2278,Economic,Electronics,32646.54,2023-10-08
2279,The,Sports,32556.22,2025-01-24
2280,Respond,Sports,30339.25,2025-06-21
2281,Including,Books,35099.03,2025-11-15
2282,Reflect,Home,36734.15,2025-08-09
2283,Defense,Clothing,9254.27,2025-01-05
2284,Player,Electronics,46450.09,2025-06-25
2285,Draw,Electronics,23320.31,2024-12-23
2286,Course,Electronics,31174.34,2024-03-20
2287,Early,Electronics,13003.72,2023-05-31
2288,Big,Books,24187.4,2023-08-10
2289,Probably,Clothing,21377.28,2023-04-02
2290,Drive,Books,36240.3,2024-12-22
2291,Pass,Home,31707.25,2023-12-09
2292,Increase,Electronics,48268.61,2023-08-06
2293,Election,Sports,40318.35,2023-12-10
2294,Office,Sports,28886.37,2024-06-04
2295,Public,Sports,1331.74,2024-03-22
2296,Example,Sports,3562.76,2023-05-28
2297,Interest,Sports,30085.51,2023-09-28
2298,When,Clothing,45871.68,2025-04-16
2299,Again,Books,7619.31,2023-10-12
2300,Brother,Books,49573.53,2024-04-29
2301,Style,Sports,45023.18,2023-02-19
2302,Receive,Electronics,15463.53,2025-12-21
2303,Trial,Sports,34013.7,2023-10-15
2304,Card,Clothing,29101.65,2023-06-15
2305,Give,Sports,13670.53,2024-09-17
2306,Attorney,Home,46221.92,2025-11-06
2307,Property,Sports,31722.21,2024-08-26
2308,Present,Books,16244.17,2023-11-11
2309,Ability,Sports,41879.42,2025-06-09
2310,Later,Sports,17202.27,2024-01-28
2311,Still,Books,46220.29,2023-05-13
2312,Ball,Books,32524.42,2025-02-13
2313,Agreement,Sports,44723.83,2025-05-18
2314,Compare,Home,15009.27,2024-10-22
2315,Thus,Home,101.53,2024-03-04
2316,Same,Home,17894.15,2024-01-13
2317,Arrive,Home,7496.05,2025-06-24
2318,Each,Sports,47885.82,2023-06-04
2319,Boy,Home,44949.52,2024-12-09
2320,Only,Sports,4344.31,2023-10-06
2321,Congress,Electronics,19263.73,2025-03-08
2322,International,Clothing,30396.05,2023-02-09
2323,Southern,Books,11363.81,2024-08-04
2324,Education,Electronics,15814.43,2023-08-14
2325,Poor,Home,41503.17,2024-12-23
2326,Town,Home,26640.4,2023-02-20
2327,Western,Clothing,3384.01,2023-04-28
2328,Yeah,Books,29177.45,2023-10-02
2329,Become,Electronics,16069.36,2023-08-03
2330,Direction,Sports,15356.62,2025-01-17
2331,Pass,Electronics,24502.89,2025-03-11
2332,Phone,Books,34141.37,2024-05-13
2333,Late,Sports,34763.22,2023-10-01
2334,Note,Electronics,31656.57,2023-02-26
2335,Half,Home,33364.19,2023-10-05
2336,As,Books,34701.76,2023-04-03
2337,Development,Sports,12911.5,2023-03-29
2338,Save,Books,21354.29,2025-06-13
2339,Could,Home,36539.43,2025-09-13
2340,Care,Sports,39039.36,2024-07-13
2341,Fund,Sports,1381.91,2024-08-31
2342,His,Books,22207.38,2023-01-11
2343,He,Sports,39845.78,2024-10-27
2344,Decade,Home,9892.66,2023-12-16
2345,Talk,Books,27597.44,2023-06-07
2346,Surface,Clothing,5491.42,2024-12-08
2347,Reduce,Clothing,14973.97,2025-12-10
2348,Various,Sports,27114.58,2024-09-05
2349,Talk,Books,32629.85,2024-01-01
2350,Cut,Home,29320.83,2023-07-07
2351,Skill,Home,31924.93,2025-10-25
2352,Student,Home,46633.98,2023-08-09
2353,Answer,Clothing,24956.68,2025-03-31
2354,Effort,Books,15457.77,2023-05-31
2355,Government,Clothing,7780.58,2023-09-06
2356,Management,Home,40515.23,2025-05-04
2357,Action,Home,6870.85,2024-12-16
2358,Fight,Home,45396.0,2024-12-08
2359,Require,Books,9577.81,2024-07-22
2360,Blood,Clothing,38545.32,2025-06-10
2361,Trial,Books,17995.22,2023-07-08
2362,Member,Sports,26532.73,2024-06-08
2363,Thank,Sports,15857.08,2024-01-25
2364,May,Electronics,48761.48,2025-01-19
2365,Successful,Sports,35135.16,2025-08-28
2366,People,Electronics,48330.72,2025-10-05
2367,Draw,Books,19857.27,2025-12-11
2368,Occur,Electronics,33837.64,2023-09-10
2369,Whom,Clothing,20672.76,2023-06-05
2370,Toward,Electronics,12618.87,2024-02-14
2371,Would,Clothing,29268.7,2025-06-02
2372,Offer,Electronics,18954.18,2024-09-20
2373,Grow,Sports,17031.33,2025-03-25
2374,Training,Books,8386.02,2023-03-07
2375,Strategy,Home,32939.3,2025-09-05
2376,Admit,Electronics,5406.23,2025-03-26
2377,Crime,Books,20095.14,2024-12-27
2378,Interest,Electronics,20799.8,2024-06-02
2379,Not,Clothing,30737.57,2024-08-02
2380,Factor,Sports,22157.47,2025-09-15
2381,About,Books,19907.7,2023-10-25
2382,Away,Electronics,47031.15,2023-09-27
2383,Late,Electronics,47732.84,2023-10-25
2384,Section,Electronics,9107.86,2024-08-12
2385,Discussion,Electronics,30130.16,2024-01-03
2386,Model,Sports,5649.32,2024-07-07
2387,Prove,Home,16970.41,2025-03-09
2388,They,Electronics,8210.65,2024-03-24
2389,Party,Books,8216.77,2023-02-01
2390,Chair,Electronics,31036.43,2023-06-16
2391,Fund,Clothing,10824.33,2024-05-25
2392,Seat,Clothing,43608.46,2024-12-01
2393,Party,Home,5912.24,2023-10-02
2394,Cold,Home,14843.85,2023-12-19
2395,Thing,Books,4056.09,2024-02-19
2396,Assume,Home,29679.27,2025-04-15
2397,Choose,Electronics,19876.0,2024-09-03
2398,Everyone,Books,43950.59,2023-07-10
2399,Behind,Home,7657.13,2023-12-07
2400,Few,Home,18640.17,2024-05-31
2401,Beautiful,Sports,4122.71,2024-03-13
2402,Follow,Clothing,23548.78,2023-08-10
2403,Any,Electronics,41439.09,2024-08-21
2404,Morning,Home,39591.35,2023-03-18
2405,On,Books,41449.78,2024-02-23
2406,Various,Clothing,15417.92,2023-03-29
2407,North,Sports,6304.86,2025-05-12
2408,Trial,Clothing,49388.7,2025-01-07
2409,Others,Clothing,8939.96,2024-09-05
2410,Smile,Books,2110.25,2025-08-08
2411,Answer,Home,25862.54,2024-10-22
2412,Everybody,Sports,623.63,2025-04-15
2413,Plan,Clothing,24115.77,2024-05-26
2414,Focus,Sports,39317.67,2025-02-19
2415,Stop,Home,17158.18,2023-01-05
2416,Drug,Sports,744.07,2024-08-12
2417,Down,Sports,14088.7,2025-07-03
2418,Same,Sports,22048.8,2024-03-12
2419,Direction,Books,1303.1,2025-10-08
2420,Finally,Books,2822.81,2024-10-22
2421,Response,Home,9545.25,2025-06-10
2422,Remain,Clothing,19222.45,2023-04-11
2423,Accept,Sports,45286.39,2023-04-08
2424,Factor,Books,2513.3,2024-07-05
2425,Range,Clothing,22113.41,2025-12-03
2426,Far,Home,29441.22,2023-11-14
2427,In,Electronics,25226.99,2023-10-12
2428,Look,Clothing,41314.02,2023-11-03
2429,Never,Clothing,39241.83,2024-02-04
2430,Population,Electronics,826.9,2023-04-25
2431,Moment,Home,47901.5,2025-01-15
2432,Interesting,Books,20814.73,2025-08-16
2433,Bill,Home,31319.97,2024-02-02
2434,Part,Electronics,1148.95,2025-10-14
2435,Show,Sports,30257.53,2023-06-25
2436,Dark,Clothing,14239.87,2025-09-20
2437,Impact,Home,11415.95,2023-07-23
2438,Plant,Clothing,4097.28,2023-12-03
2439,Cost,Sports,715.82,2023-06-01
2440,Leave,Home,9304.51,2023-10-10
2441,Almost,Books,12283.66,2025-03-14
2442,Summer,Home,2652.4,2024-02-22
2443,Group,Sports,47625.52,2023-10-17
2444,Red,Home,19200.93,2025-11-20
2445,Heavy,Clothing,7351.8,2023-12-31
2446,Allow,Books,465.97,2023-03-08
2447,Turn,Home,3650.67,2024-05-07
2448,Table,Sports,49729.64,2024-12-30
2449,Simple,Electronics,27937.9,2023-11-09
2450,Firm,Sports,5765.68,2025-12-04
2451,State,Clothing,9345.31,2023-01-10
2452,Change,Electronics,32314.05,2024-07-29
2453,Special,Electronics,16586.53,2025-11-12
2454,Challenge,Electronics,3951.66,2023-09-28
2455,Help,Books,49203.17,2025-11-16
2456,Social,Books,6251.86,2023-02-24
2457,Nothing,Electronics,8387.14,2023-05-07
2458,Truth,Home,34567.24,2025-05-15
2459,Religious,Sports,47454.14,2024-11-24
2460,Gun,Clothing,46409.78,2023-01-25
2461,Son,Home,27781.12,2024-02-06
2462,Still,Clothing,33652.25,2024-04-13
2463,Senior,Electronics,2865.25,2025-06-12
2464,Real,Home,38321.98,2025-11-05
2465,Design,Electronics,20830.61,2024-03-14
2466,Before,Books,29022.99,2025-02-21
2467,Year,Books,8936.4,2024-06-12
2468,Finally,Clothing,2167.26,2023-07-31
2469,Paper,Clothing,30008.05,2023-03-10
2470,Friend,Sports,11922.51,2023-05-02
2471,Manage,Electronics,2643.65,2024-10-24
2472,Discover,Clothing,39895.95,2023-02-21
2473,Practice,Clothing,29426.08,2023-05-14
2474,Until,Sports,23806.98,2025-07-04
2475,Data,Books,3729.47,2024-05-21
2476,Whole,Clothing,31424.5,2024-09-01
2477,Culture,Home,42203.38,2023-10-17
2478,Attorney,Sports,34396.05,2024-01-25
2479,Paper,Sports,11310.4,2024-09-14
2480,Anything,Electronics,31572.8,2025-02-05
2481,But,Home,48913.21,2025-06-18
2482,Daughter,Home,16776.22,2024-07-16
2483,Spring,Books,21058.55,2023-12-09
2484,Everyone,Home,18668.8,2025-03-03
2485,Local,Books,40227.86,2025-11-22
2486,Trip,Sports,9143.16,2023-12-04
2487,Purpose,Sports,34633.32,2024-08-03
2488,Region,Clothing,32648.53,2023-09-27
2489,Conference,Sports,30968.65,2024-03-25
2490,Mean,Books,49826.66,2024-04-25
2491,Have,Books,33805.26,2025-06-17
2492,Do,Books,49704.67,2023-12-14
2493,Position,Books,36535.66,2023-03-18
2494,Such,Sports,21759.2,2024-04-01
2495,Manager,Sports,49577.49,2025-08-27
2496,Hair,Electronics,17783.42,2024-12-22
2497,Rule,Home,33494.03,2023-05-01
2498,Support,Home,35066.2,2025-12-11
2499,Leave,Sports,29729.65,2023-12-20
2500,Relate,Electronics,32829.58,2024-06-08
2501,Available,Home,28557.32,2023-03-05
2502,Herself,Clothing,3550.76,2024-03-01
2503,Within,Home,17806.11,2023-10-09
2504,Notice,Clothing,2261.43,2025-02-20
2505,Floor,Home,13132.01,2024-02-22
2506,Discover,Electronics,37262.36,2023-08-08
2507,Hit,Electronics,39832.56,2023-08-26
2508,Meet,Clothing,25707.44,2024-03-06
2509,Test,Sports,24460.07,2024-09-27
2510,Interesting,Books,13140.52,2025-12-18
2511,Suffer,Sports,3140.34,2024-01-21
2512,Skin,Books,25734.02,2024-10-14
2513,Realize,Electronics,16020.35,2024-05-13
2514,Move,Electronics,24862.34,2023-12-17
2515,Force,Electronics,12204.66,2023-11-25
2516,Difference,Sports,16002.61,2025-01-06
2517,Although,Clothing,47079.56,2024-06-28
2518,Paper,Sports,23635.31,2023-07-07
2519,Common,Home,31321.53,2023-07-02
2520,Exactly,Electronics,18146.19,2023-04-04
2521,Matter,Sports,12755.28,2023-04-18
2522,Add,Electronics,9895.09,2025-09-17
2523,Daughter,Sports,24776.6,2025-02-07
2524,Court,Home,29445.87,2023-06-07
2525,Include,Clothing,31385.72,2024-06-21
2526,Talk,Home,30621.16,2025-11-21
2527,Feeling,Home,12861.61,2024-12-26
2528,Teacher,Clothing,9121.18,2024-02-27
2529,Traditional,Clothing,9140.48,2024-07-19
2530,Information,Clothing,15390.13,2024-10-26
2531,Kid,Sports,29743.07,2023-10-19
2532,Young,Sports,21382.34,2025-03-27
2533,Bag,Electronics,4170.59,2023-11-30
2534,Area,Clothing,38656.28,2025-02-13
2535,East,Electronics,10778.33,2023-10-11
2536,Player,Books,828.99,2024-06-10
2537,Represent,Sports,40612.12,2025-12-07
2538,By,Books,32504.0,2023-03-03
2539,Republican,Electronics,15509.23,2025-05-01
2540,Leader,Clothing,46644.37,2024-03-02
2541,Action,Home,27914.51,2025-01-14
2542,Perform,Sports,22980.08,2023-10-31
2543,Paper,Books,40405.12,2023-10-21
2544,Whether,Clothing,40822.34,2024-11-16
2545,Tonight,Books,49847.78,2025-07-20
2546,Expert,Clothing,10499.14,2024-12-15
2547,Increase,Electronics,43999.64,2023-07-01
2548,Majority,Electronics,6967.72,2023-06-19
2549,Game,Home,11110.49,2025-11-25
2550,Red,Sports,1328.44,2024-06-24
2551,Others,Books,25052.91,2023-08-25
2552,Free,Books,17892.91,2023-06-26
2553,Group,Books,37926.22,2023-01-22
2554,Ten,Books,25659.51,2025-06-17
2555,Attorney,Books,10563.54,2024-12-12
2556,So,Sports,46733.74,2024-10-17
2557,Member,Clothing,39116.36,2023-11-04
2558,Reflect,Electronics,7679.12,2023-08-27
2559,Modern,Books,19738.41,2025-08-05
2560,Project,Electronics,9204.66,2025-05-16
2561,Door,Electronics,36492.56,2025-04-24
2562,Eye,Books,10420.21,2024-08-05
2563,Cost,Home,15678.27,2024-01-10
2564,Never,Clothing,10408.39,2025-12-03
2565,Environment,Books,37286.22,2024-03-31
2566,Try,Home,19974.2,2025-05-16
2567,Social,Books,13531.16,2025-02-19
2568,Ahead,Electronics,18574.59,2024-04-01
2569,Father,Electronics,16254.17,2024-06-12
2570,Song,Home,42321.6,2024-03-30
2571,Boy,Electronics,32920.04,2023-12-06
2572,Decide,Books,18896.15,2024-02-19
2573,Play,Home,39419.71,2023-05-07
2574,Chair,Home,12502.14,2025-07-24
2575,Minute,Books,30038.4,2024-07-20
2576,All,Home,43786.88,2025-05-19
2577,Open,Sports,42949.04,2024-07-23
2578,Management,Home,39275.67,2023-11-02
2579,Space,Books,7420.09,2024-12-10
2580,Which,Clothing,47256.7,2023-08-16
2581,Expect,Sports,16475.19,2023-02-03
2582,Situation,Electronics,33500.91,2025-05-24
2583,Down,Home,25577.46,2025-02-21
2584,Seem,Home,15371.75,2023-07-09
2585,Hour,Books,40139.56,2025-09-18
2586,Voice,Sports,6951.27,2025-06-22
2587,Occur,Clothing,4304.34,2024-12-19
2588,Often,Home,40616.12,2025-09-11
2589,Where,Books,14543.1,2025-12-17
2590,Despite,Home,40181.92,2025-07-24
2591,It,Sports,35281.54,2025-09-03
2592,Only,Books,31286.49,2023-11-05
2593,Notice,Home,8526.04,2025-12-10
2594,This,Home,47977.66,2025-07-31
2595,Check,Books,9807.3,2024-02-01
2596,Daughter,Home,41838.47,2024-02-22
2597,Market,Sports,31838.76,2024-11-21
2598,Fund,Books,28933.62,2023-01-16
2599,Sort,Home,30255.22,2025-04-24
2600,Card,Home,39673.85,2023-01-31
2601,Thing,Home,35498.5,2024-10-09
2602,Stand,Home,41958.81,2023-05-30
2603,Total,Sports,46117.38,2023-01-06
2604,Scene,Electronics,15281.67,2025-02-08
2605,Morning,Books,5718.26,2025-06-23
2606,Between,Clothing,15384.42,2024-05-17
2607,Walk,Clothing,2455.12,2024-04-09
2608,Method,Home,33990.21,2023-02-13
