order_id,customer_id,product_id,quantity,order_amount,order_status,order_date
1147,1675,9383,3,59070.27,DELIVERED,2024-01-22
1148,1922,4434,4,61803.18,PLACED,2024-01-16
1149,631,4861,1,41155.76,CANCELLED,2025-07-17
1150,8419,3358,4,4794.17,PLACED,2024-11-13
1151,4231,5034,3,96398.8,SHIPPED,2024-11-14
1152,7676,9845,4,37138.24,SHIPPED,2024-07-18
1153,27,6157,2,41040.91,CANCELLED,2024-02-26
1154,5768,467,1,19899.09,PLACED,2023-12-26
1155,9691,8810,4,48605.81,CANCELLED,2025-07-12
1156,5333,6807,1,33000.78,CANCELLED,2023-12-27
1157,7997,5465,1,74227.6,PLACED,2024-04-26
1158,5528,9703,4,93141.51,PLACED,2025-11-18
1159,7466,2720,2,43679.37,PLACED,2024-03-04
1160,9216,152,1,39076.84,SHIPPED,2024-03-25
1161,3626,8441,1,11770.16,CANCELLED,2025-08-26
1162,721,4569,2,86902.19,DELIVERED,2025-03-02
1163,7100,7117,4,83617.13,SHIPPED,2025-12-19
1164,2686,1981,3,45230.77,PLACED,2025-12-20
1165,7262,8676,1,13952.42,DELIVERED,2024-09-12
1166,1687,2822,4,94426.26,PLACED,2024-04-07
1167,8617,8887,2,70633.13,PLACED,2025-07-03
1168,717,7284,1,29062.25,CANCELLED,2025-03-14
1169,4573,638,4,36609.14,PLACED,2025-05-19
1170,8882,5551,3,66035.07,DELIVERED,2024-11-25
1171,3342,5551,1,63646.79,CANCELLED,2024-09-22
1172,1489,7161,4,27345.9,PLACED,2025-07-01
1173,1418,5906,1,55456.57,PLACED,2024-07-01
1174,2926,4085,2,71586.51,CANCELLED,2025-12-14
1175,7903,814,3,61661.17,PLACED,2024-09-11
1176,3645,1717,1,99951.91,PLACED,2025-04-28
1177,357,204,2,38590.13,CANCELLED,2024-01-20
1178,497,63,4,58821.14,SHIPPED,2025-04-05
1179,4877,7851,2,70140.09,DELIVERED,2024-05-25
1180,9273,7888,1,43535.93,CANCELLED,2025-08-03
1181,7634,9821,3,88375.31,SHIPPED,2025-08-22
1182,3373,6764,2,79231.26,PLACED,2024-09-23
1183,814,1153,1,51598.34,CANCELLED,2024-06-13
1184,3672,2813,2,73033.31,SHIPPED,2025-07-02
1185,5178,4086,4,56859.73,SHIPPED,2024-05-09
1186,6722,7084,2,86800.56,SHIPPED,2025-01-12
1187,4468,2976,4,25641.67,PLACED,2025-05-14
1188,1291,7962,4,16092.39,CANCELLED,2024-12-31
1189,8259,9585,1,96875.34,SHIPPED,2024-12-14
1190,6771,9894,3,37042.32,CANCELLED,2025-12-18
1191,7988,7166,3,24014.7,DELIVERED,2024-02-27
1192,4506,7248,4,64888.32,PLACED,2025-05-15
1193,8052,4285,1,62307.69,DELIVERED,2024-12-20
1194,7743,2805,1,80954.66,DELIVERED,2025-02-09
1195,722,9407,2,98013.25,CANCELLED,2024-05-31
1196,3395,4026,4,57644.66,SHIPPED,2024-05-03
1197,5157,4813,3,90029.66,DELIVERED,2024-08-12
1198,2457,207,1,41444.66,PLACED,2025-11-16
1199,7462,7157,2,39126.7,CANCELLED,2024-06-17
1200,6523,2674,4,87868.8,CANCELLED,2024-10-12
1201,6877,4005,2,59256.75,CANCELLED,2025-12-08
1202,8057,2047,2,6247.65,DELIVERED,2024-03-26
1203,3267,4630,2,76498.75,CANCELLED,2025-08-24
1204,4937,77,2,89553.65,PLACED,2025-07-29
1205,6485,5297,2,10878.6,SHIPPED,2025-02-18
1206,406,2130,1,98772.38,SHIPPED,2024-07-19
1207,9993,3474,1,92077.49,SHIPPED,2024-02-17
1208,3927,1945,2,46704.98,DELIVERED,2024-03-23
1209,1611,7831,1,88415.47,SHIPPED,2024-05-10
1210,4001,2665,2,92006.23,PLACED,2024-08-15
1211,5394,7103,2,85717.42,CANCELLED,2024-10-27
1212,8381,7104,4,24857.25,PLACED,2024-09-03
1213,1845,47,4,44116.14,PLACED,2024-02-24
1214,3147,1278,3,21471.22,CANCELLED,2024-04-11
1215,6742,2218,2,24435.86,DELIVERED,2024-09-14
1216,8988,3329,2,774.18,DELIVERED,2024-10-18
1217,7973,4144,4,85676.95,DELIVERED,2025-03-21
1218,8019,9953,1,6464.56,SHIPPED,2024-12-05
1219,4451,4907,2,28762.8,PLACED,2024-12-16
1220,2760,59,3,40746.8,DELIVERED,2024-05-24
1221,7013,4853,4,7981.85,PLACED,2024-02-27
1222,1983,8966,3,57701.43,DELIVERED,2024-11-09
1223,5430,1693,3,64498.43,CANCELLED,2025-09-09
1224,9331,7565,4,2560.71,SHIPPED,2024-12-13
1225,4681,5448,1,57497.38,PLACED,2024-06-28
1226,7250,7462,3,50066.8,DELIVERED,2025-10-15
1227,5802,2750,2,51726.92,PLACED,2024-12-28
1228,1406,3576,3,90035.44,PLACED,2024-06-13
1229,6292,2502,2,70319.58,PLACED,2024-09-01
1230,3391,5817,1,79811.12,DELIVERED,2024-03-05
1231,8583,7689,1,61653.08,SHIPPED,2025-08-10
1232,3747,8291,4,22908.13,CANCELLED,2023-12-27
1233,9194,7350,3,36366.87,DELIVERED,2023-12-26
1234,6148,1064,3,65400.86,PLACED,2024-05-31
1235,8744,3276,1,82155.04,DELIVERED,2025-04-02
1236,4070,6403,2,4721.28,DELIVERED,2025-02-27
1237,7405,1077,4,96025.51,SHIPPED,2024-12-13
1238,8425,8049,3,31366.1,CANCELLED,2025-10-11
1239,451,9555,3,18887.25,PLACED,2025-05-11
1240,4679,245,2,71541.71,CANCELLED,2025-05-24
1241,441,9660,4,71394.08,SHIPPED,2024-03-29
1242,4679,1731,4,67570.18,SHIPPED,2025-03-15
1243,1938,204,3,88699.01,PLACED,2024-02-07
1244,7084,2537,1,39490.66,SHIPPED,2025-05-02
1245,7826,5975,1,24904.92,PLACED,2024-05-28
1246,9253,2547,1,66663.37,CANCELLED,2025-08-29
1247,1673,402,3,39372.27,SHIPPED,2025-05-01
1248,6353,8480,4,35814.14,CANCELLED,2024-09-28
1249,2206,2968,3,22522.82,DELIVERED,2025-04-07
1250,3239,8514,3,10928.43,PLACED,2024-01-14
1251,2560,1569,3,21168.52,CANCELLED,2025-01-14
1252,4721,7958,4,10480.81,SHIPPED,2024-10-02
1253,7936,9120,2,53331.99,SHIPPED,2025-05-16
1254,2541,3820,3,33453.78,PLACED,2024-09-08
1255,835,3325,2,1287.37,DELIVERED,2025-07-03
1256,8080,7934,3,45701.14,PLACED,2025-04-26
1257,5407,3469,1,65553.92,CANCELLED,2025-12-06
1258,8413,5276,3,42827.88,PLACED,2025-03-24
1259,4627,2263,3,42679.5,PLACED,2024-03-04
1260,5241,9050,3,2243.75,PLACED,2025-03-16
1261,8212,8998,4,81873.63,SHIPPED,2025-05-24
1262,3364,7342,1,71338.0,PLACED,2024-10-20
1263,9526,9877,1,4027.24,CANCELLED,2024-05-24
1264,2558,8636,4,43869.02,CANCELLED,2025-02-21
1265,779,3160,4,54320.56,DELIVERED,2024-05-04
1266,421,2109,3,33679.1,DELIVERED,2024-01-14
1267,9551,3911,3,51864.83,DELIVERED,2025-02-02
1268,9488,5933,2,9218.9,PLACED,2025-11-14
1269,4065,5838,4,32889.67,SHIPPED,2025-09-06
1270,5972,3381,2,78002.2,SHIPPED,2025-09-21
1271,7474,1677,3,43189.53,CANCELLED,2025-11-07
1272,9432,603,2,72636.89,PLACED,2025-10-03
1273,1068,5253,1,27944.14,PLACED,2025-04-07
1274,5503,3183,4,38395.67,PLACED,2025-07-08
1275,6041,4121,2,55489.41,SHIPPED,2024-05-06
1276,2923,3388,3,87095.31,DELIVERED,2025-12-08
1277,4014,5368,3,63007.64,CANCELLED,2025-11-16
1278,6291,9560,1,3008.7,SHIPPED,2025-11-21
1279,6608,6600,1,18534.2,CANCELLED,2024-07-01
1280,7385,2187,2,81693.41,PLACED,2024-06-23
1281,2647,596,4,6311.96,SHIPPED,2024-01-01
1282,3422,2279,1,96770.48,CANCELLED,2025-10-25
1283,451,9991,3,21273.81,PLACED,2024-02-19
1284,2455,3809,1,97345.58,DELIVERED,2025-06-25
1285,6954,7037,1,94012.93,PLACED,2025-02-09
1286,1610,7222,4,35127.61,DELIVERED,2024-05-18
1287,5811,6449,3,36777.87,SHIPPED,2024-12-16
1288,5749,1232,1,24859.37,DELIVERED,2024-02-26
1289,738,4437,4,81964.77,SHIPPED,2024-06-11
1290,530,7142,3,77055.02,DELIVERED,2025-10-24
1291,5826,1216,3,73794.68,DELIVERED,2025-08-29
1292,245,7059,3,35645.59,PLACED,2025-08-29
1293,1371,1088,4,87420.92,CANCELLED,2024-04-25
1294,4003,8311,4,42848.17,DELIVERED,2025-03-12
1295,1266,6424,4,19866.94,SHIPPED,2025-08-15
1296,8506,5633,3,78783.38,SHIPPED,2024-11-07
1297,9982,2394,4,41190.21,DELIVERED,2025-07-31
1298,990,3681,4,67345.47,PLACED,2024-03-15
1299,3398,3998,4,59362.62,CANCELLED,2025-01-05
1300,5982,9938,4,11875.43,CANCELLED,2025-02-23
1301,6457,1616,3,70666.42,DELIVERED,2024-05-06
1302,6870,2447,1,24662.88,CANCELLED,2025-06-29
1303,3217,5476,2,58854.99,SHIPPED,2024-12-28
1304,7499,1962,4,82683.1,SHIPPED,2024-09-08
1305,8293,9506,1,29773.76,CANCELLED,2024-02-20
1306,4675,1215,3,72553.03,SHIPPED,2025-04-03
1307,9559,7876,1,57893.59,SHIPPED,2024-12-25
1308,6813,5480,3,298.99,SHIPPED,2024-05-14
1309,6264,4369,2,66474.42,CANCELLED,2025-11-08
1310,4954,261,1,24665.77,CANCELLED,2025-01-15
1311,3007,823,4,19496.9,DELIVERED,2025-02-23
1312,4927,1056,3,69775.03,CANCELLED,2024-04-24
1313,7759,9724,1,63478.03,DELIVERED,2024-07-17
1314,9165,7890,1,84227.68,SHIPPED,2024-04-05
1315,9797,4288,3,50792.44,DELIVERED,2024-04-23
1316,85,2996,4,40160.39,PLACED,2024-06-10
1317,7195,5784,4,85651.45,SHIPPED,2024-12-15
1318,6415,6685,4,93205.74,DELIVERED,2024-10-07
1319,7923,8341,2,10434.3,SHIPPED,2024-04-24
1320,5508,4870,2,26329.79,CANCELLED,2025-03-31
1321,6672,5670,1,74415.04,SHIPPED,2024-10-29
1322,9299,6513,4,86697.31,SHIPPED,2025-11-20
1323,8775,4351,4,67096.53,PLACED,2024-12-17
1324,8512,4316,3,28649.87,DELIVERED,2025-07-25
1325,7956,9232,1,85825.12,PLACED,2025-10-20
1326,7347,8039,1,93432.61,CANCELLED,2025-03-01
1327,5437,8899,4,6002.23,DELIVERED,2025-10-01
1328,5301,2180,3,18946.03,DELIVERED,2024-08-12
1329,2808,2765,3,65415.14,PLACED,2024-02-01
1330,4862,6301,1,47056.32,SHIPPED,2024-12-26
1331,2890,645,1,59467.15,DELIVERED,2025-03-21
1332,4321,3089,1,62172.45,PLACED,2024-04-16
1333,3383,7926,1,73993.41,CANCELLED,2025-11-01
1334,2249,4462,3,38518.55,PLACED,2024-04-08
1335,4310,7497,3,4480.1,PLACED,2025-08-19
1336,4938,2915,1,20730.03,CANCELLED,2024-08-15
1337,6546,7027,2,54074.18,DELIVERED,2024-12-10
1338,2472,8310,4,7022.58,DELIVERED,2025-01-17
1339,6774,3813,4,3208.1,CANCELLED,2024-02-05
1340,901,193,3,11144.49,PLACED,2025-03-18
1341,951,6680,3,62978.89,DELIVERED,2024-07-24
1342,258,1222,1,32772.15,PLACED,2024-10-06
1343,2426,9115,4,36235.43,DELIVERED,2025-03-24
1344,5403,7701,1,84706.44,CANCELLED,2024-11-20
1345,5100,3372,3,72950.75,PLACED,2025-10-31
1346,9898,5399,1,69591.51,CANCELLED,2024-04-09
1347,4407,7650,2,51578.37,DELIVERED,2025-02-05
1348,4113,4566,3,11698.61,PLACED,2024-02-19
1349,4978,2679,1,77601.7,SHIPPED,2024-04-03
1350,842,4039,1,76075.07,CANCELLED,2025-07-01
1351,4947,7119,2,54782.85,PLACED,2024-10-12
1352,6241,4967,2,92575.82,CANCELLED,2025-11-10
1353,9575,6868,3,78791.46,SHIPPED,2024-12-23
1354,8514,4380,4,67085.88,SHIPPED,2025-10-02
1355,6278,9709,2,25598.19,CANCELLED,2024-02-01
1356,8311,7082,4,11722.59,DELIVERED,2024-03-16
1357,6540,6453,1,66388.79,SHIPPED,2024-03-23
1358,2442,1018,2,86747.67,PLACED,2024-04-30
1359,5795,4251,4,31806.2,SHIPPED,2024-06-01
1360,7392,2447,1,82354.96,SHIPPED,2024-12-31
1361,1400,6296,4,30291.15,CANCELLED,2025-12-09
1362,7865,6128,2,86106.88,DELIVERED,2025-07-26
1363,8922,2561,2,33745.72,SHIPPED,2024-07-13
1364,8986,5685,1,53672.75,PLACED,2025-01-08
1365,3457,2759,4,90109.71,CANCELLED,2025-04-13
1366,1661,8230,3,30536.23,PLACED,2024-09-11
1367,5587,3577,3,9195.87,CANCELLED,2025-12-05
1368,6126,2924,2,68024.12,PLACED,2025-04-14
1369,4172,8423,3,92599.43,PLACED,2024-01-02
1370,7932,2805,1,27767.49,DELIVERED,2024-04-30
1371,5576,7511,4,84031.12,DELIVERED,2025-04-16
1372,6406,3535,3,79680.72,SHIPPED,2024-12-13
1373,7395,4619,2,40242.67,PLACED,2025-07-05
1374,3961,4258,4,67249.83,PLACED,2024-01-11
1375,202,6560,4,27850.66,PLACED,2025-07-24
1376,752,7546,1,11515.39,CANCELLED,2024-08-05
1377,1331,8623,2,42057.81,CANCELLED,2025-02-04
1378,2275,7524,2,9646.51,PLACED,2024-05-20
1379,4300,3734,4,43026.51,PLACED,2024-07-17
1380,137,5748,3,60249.91,PLACED,2024-05-15
1381,9346,9171,1,43477.86,CANCELLED,2024-02-29
1382,8326,2062,3,12682.11,PLACED,2024-03-10
1383,8319,6123,4,38109.49,CANCELLED,2025-02-08
1384,4841,3727,1,68635.07,SHIPPED,2024-12-02
1385,1844,5778,1,77210.89,DELIVERED,2025-02-09
1386,2281,9148,1,34474.45,CANCELLED,2024-01-30
1387,9301,9735,1,89030.3,DELIVERED,2024-01-10
1388,6463,1659,1,84225.48,DELIVERED,2025-09-08
1389,3372,3430,1,47960.16,PLACED,2025-03-16
1390,5087,9779,2,92998.28,CANCELLED,2025-03-11
1391,4984,2522,4,13795.79,DELIVERED,2025-05-12
1392,2570,784,3,56803.88,CANCELLED,2025-11-08
1393,1104,4892,2,51919.04,DELIVERED,2025-05-26
1394,6409,4746,1,3113.91,PLACED,2024-07-14
1395,8173,6637,2,6369.21,CANCELLED,2025-10-15
1396,5723,723,2,35496.52,SHIPPED,2024-12-23
1397,8216,3273,3,50046.32,SHIPPED,2025-07-08
1398,9464,5631,3,61638.39,DELIVERED,2025-03-22
1399,7388,6789,4,37796.27,CANCELLED,2024-05-03
1400,9254,4662,2,41322.51,SHIPPED,2024-02-07
1401,1164,1282,1,64203.62,CANCELLED,2025-09-02
1402,9401,303,2,22586.53,CANCELLED,2023-12-27
1403,9419,8181,4,70502.3,PLACED,2024-01-15
1404,9090,6091,3,25588.0,CANCELLED,2024-10-19
1405,3363,9647,4,82871.23,PLACED,2024-05-12
1406,1101,9008,3,36037.82,CANCELLED,2025-11-05
1407,9513,4503,3,95165.77,CANCELLED,2024-07-28
1408,7624,4588,1,64938.57,PLACED,2025-04-18
1409,997,9628,2,25163.38,SHIPPED,2024-10-27
1410,4985,354,3,48613.28,DELIVERED,2025-08-08
1411,2520,5428,4,62895.37,CANCELLED,2024-04-15
1412,8716,463,1,13581.5,PLACED,2024-11-07
1413,716,5331,2,55037.55,DELIVERED,2024-10-30
1414,3612,9181,1,39640.09,DELIVERED,2024-03-29
1415,754,3751,2,6873.48,SHIPPED,2025-01-13
1416,9428,8971,2,57520.64,PLACED,2025-05-01
1417,4273,9999,4,97568.18,PLACED,2025-11-14
1418,8378,1495,4,45096.5,SHIPPED,2024-01-18
1419,7161,8576,2,85176.81,CANCELLED,2024-05-31
1420,3995,8492,1,34160.59,PLACED,2025-06-14
1421,2922,2534,1,31744.76,CANCELLED,2025-09-06
1422,2229,1922,1,34585.36,DELIVERED,2025-03-15
1423,1997,4826,3,16936.19,CANCELLED,2024-12-15
1424,105,6863,3,27309.78,DELIVERED,2025-05-31
1425,3613,509,3,83152.56,DELIVERED,2024-08-24
1426,1275,2823,1,73956.23,CANCELLED,2023-12-27
1427,860,1548,4,52013.48,PLACED,2024-11-22
1428,6086,3658,3,61883.65,PLACED,2024-12-20
1429,4095,6595,1,47520.18,SHIPPED,2025-04-09
1430,1077,1831,3,27310.8,PLACED,2024-02-16
1431,9129,896,2,35389.35,PLACED,2025-06-21
1432,7274,6697,4,8301.93,SHIPPED,2024-05-29
1433,6577,1523,2,14401.3,DELIVERED,2025-07-04
1434,2457,1650,1,90341.72,PLACED,2024-05-21
1435,8238,3315,3,14756.38,DELIVERED,2025-07-03
1436,7592,3120,1,13285.5,CANCELLED,2024-12-15
1437,3598,9943,2,24884.35,SHIPPED,2025-05-17
1438,7652,9093,3,32844.36,SHIPPED,2025-04-28
1439,114,532,3,18952.17,CANCELLED,2025-03-13
1440,8225,8325,4,80140.09,SHIPPED,2024-03-16
1441,2649,9454,2,18824.82,PLACED,2024-07-28
1442,1051,9009,2,80426.86,PLACED,2024-01-22
1443,5044,8930,4,72184.3,DELIVERED,2025-03-16
1444,793,5964,4,94733.33,PLACED,2024-11-24
1445,1061,9564,4,66228.83,SHIPPED,2024-05-18
1446,7694,7493,4,90884.43,PLACED,2024-08-30
1447,5970,4629,1,90286.58,CANCELLED,2025-05-05
1448,9693,5050,1,25343.63,SHIPPED,2025-11-13
1449,3509,301,3,65979.65,SHIPPED,2025-08-26
1450,2601,2154,2,46302.42,SHIPPED,2025-06-16
1451,4019,3083,3,29761.8,SHIPPED,2024-11-11
1452,460,7983,2,95415.97,PLACED,2024-06-21
1453,2802,464,2,79792.6,PLACED,2024-02-07
1454,6385,1679,1,14271.14,SHIPPED,2025-03-23
1455,9057,2927,4,94661.3,SHIPPED,2025-10-18
1456,7411,7219,2,58760.37,CANCELLED,2025-06-16
1457,5815,6505,3,60175.54,CANCELLED,2025-07-06
1458,3999,2804,1,8135.82,DELIVERED,2024-08-05
1459,4548,9971,3,69919.42,SHIPPED,2025-08-25
1460,52,6059,2,32247.98,DELIVERED,2025-06-10
1461,7492,1675,1,42715.31,DELIVERED,2025-03-19
1462,556,7793,3,5746.95,CANCELLED,2024-10-08
1463,1702,2713,4,16137.01,CANCELLED,2025-05-28
1464,6470,1611,1,65611.66,SHIPPED,2024-08-11
1465,9320,5492,1,62164.79,DELIVERED,2024-06-04
1466,2026,106,3,54365.92,CANCELLED,2024-05-27
1467,9345,699,4,85616.4,CANCELLED,2024-11-24
1468,5740,9153,4,69088.21,PLACED,2025-07-08
1469,3317,5408,2,96933.07,DELIVERED,2024-09-09
1470,3507,2040,2,51709.09,SHIPPED,2024-05-28
1471,1618,8187,1,57482.68,DELIVERED,2023-12-26
1472,6668,5259,3,16160.92,CANCELLED,2024-03-16
1473,6876,4444,1,31728.35,DELIVERED,2024-07-16
1474,9339,7714,1,28804.23,SHIPPED,2024-01-13
1475,1638,7544,1,364.92,SHIPPED,2024-01-14
1476,105,1740,1,55898.62,PLACED,2024-10-18
1477,7905,8028,1,80898.7,DELIVERED,2024-05-21
1478,5157,1043,3,2281.97,SHIPPED,2024-06-30
1479,3502,1542,3,99364.29,SHIPPED,2024-12-20
1480,1592,4073,1,8245.01,DELIVERED,2024-06-25
1481,294,9114,3,8799.44,CANCELLED,2024-02-26
1482,5210,3476,2,11296.9,CANCELLED,2025-04-13
1483,5729,7318,2,71308.34,PLACED,2025-08-03
1484,6282,6796,3,96863.49,DELIVERED,2025-08-07
1485,3752,7242,2,78469.49,SHIPPED,2025-05-21
1486,388,299,3,74819.56,SHIPPED,2024-12-10
1487,5058,5290,1,82026.06,SHIPPED,2025-07-24
1488,5252,3612,3,79771.95,DELIVERED,2024-07-11
1489,2317,1275,2,14864.41,PLACED,2024-02-28
1490,9808,4984,2,16919.85,DELIVERED,2024-10-27
1491,3619,260,3,95863.61,DELIVERED,2024-06-13
1492,5179,5359,1,5065.54,SHIPPED,2024-02-24
1493,3509,7306,3,84089.04,DELIVERED,2025-10-07
1494,8424,6755,2,10920.96,PLACED,2025-09-03
1495,5800,2930,2,99670.12,DELIVERED,2025-03-03
1496,7914,9303,3,67489.18,PLACED,2025-01-06
1497,7528,3313,4,6641.87,DELIVERED,2025-04-14
1498,5193,7028,2,77428.71,PLACED,2024-05-20
1499,3672,8611,3,10468.1,PLACED,2024-06-17
1500,1945,2930,4,10325.36,PLACED,2024-02-29
1501,394,7011,3,97687.57,CANCELLED,2024-01-27
1502,322,4670,2,81823.94,CANCELLED,2025-07-04
1503,9669,3262,2,54173.63,CANCELLED,2024-09-13
1504,3352,7081,3,20224.51,CANCELLED,2024-04-06
1505,9775,7864,1,38121.5,CANCELLED,2025-11-10
1506,2312,1230,3,45732.07,DELIVERED,2024-12-20
1507,2798,1364,3,32156.92,PLACED,2025-09-13
1508,578,3920,1,8126.49,CANCELLED,2024-07-21
1509,4243,8182,2,3271.93,CANCELLED,2024-01-18
1510,638,3006,3,92868.47,PLACED,2023-12-28
1511,5660,2371,1,35820.11,DELIVERED,2024-08-03
1512,4433,7468,3,75940.32,CANCELLED,2025-10-03
1513,7851,3942,4,38363.77,DELIVERED,2024-02-03
1514,8850,8896,1,30120.24,PLACED,2025-03-03
1515,8716,2423,4,73282.97,CANCELLED,2024-02-14
1516,86,6910,2,97435.51,PLACED,2025-07-11
1517,4654,8034,1,36824.24,DELIVERED,2025-04-08
1518,257,1448,4,75846.81,PLACED,2024-08-06
1519,4600,3344,2,97519.24,DELIVERED,2025-11-28
1520,8675,3666,4,57238.31,DELIVERED,2024-07-08
1521,8841,7045,4,47709.21,PLACED,2025-04-30
1522,7414,1822,2,64171.21,PLACED,2024-10-23
1523,1586,9871,4,23361.49,SHIPPED,2025-05-14
1524,2539,9209,4,23961.1,DELIVERED,2024-11-26
1525,8303,2535,1,79529.86,SHIPPED,2025-03-20
1526,1942,3311,4,43858.33,DELIVERED,2025-09-30
1527,816,8596,3,60258.31,DELIVERED,2025-05-30
1528,5692,5730,2,98259.52,PLACED,2024-10-29
1529,4992,3802,4,4781.47,PLACED,2024-08-06
1530,7955,4588,4,21468.22,PLACED,2024-07-02
1531,4458,5561,2,37443.71,SHIPPED,2024-02-13
1532,7716,2685,3,38919.04,SHIPPED,2024-02-11
1533,6827,4086,2,56790.18,PLACED,2025-11-01
1534,4311,9083,4,58276.4,CANCELLED,2025-10-02
1535,2027,5557,4,45422.76,PLACED,2025-08-31
1536,5670,5400,2,88539.52,PLACED,2024-09-21
1537,7496,3663,2,92189.93,CANCELLED,2025-11-12
1538,2912,6898,1,56889.65,SHIPPED,2025-11-06
1539,2145,9185,3,33870.61,PLACED,2025-12-01
1540,6398,8142,4,60243.25,DELIVERED,2024-01-12
1541,6289,8357,4,20887.61,PLACED,2023-12-27
1542,5434,2568,3,27763.14,CANCELLED,2024-08-09
1543,6753,2560,1,49646.92,SHIPPED,2025-01-18
1544,613,7747,4,71777.11,DELIVERED,2025-06-19
1545,9248,1623,4,64683.81,DELIVERED,2024-04-11
1546,3070,6487,4,91549.83,PLACED,2025-10-30
1547,9235,4453,3,46218.1,PLACED,2025-03-17
1548,3687,5238,2,93453.16,CANCELLED,2025-01-08
1549,8417,3035,3,70334.11,SHIPPED,2025-07-21
1550,5349,6467,4,5050.41,PLACED,2025-09-06
1551,4224,7521,3,54574.55,CANCELLED,2024-07-28
1552,4310,247,2,98013.89,SHIPPED,2024-12-30
1553,8613,5161,1,56464.69,DELIVERED,2024-09-19
1554,2613,2081,4,78407.03,PLACED,2025-05-05
1555,7798,2736,4,95354.41,DELIVERED,2024-07-13
1556,9042,5335,1,32214.42,CANCELLED,2024-04-24
1557,3080,403,4,71251.15,PLACED,2024-06-23
1558,5920,6761,1,79333.11,DELIVERED,2024-09-26
1559,2385,8991,4,89118.67,DELIVERED,2024-02-12
1560,7660,6188,4,12321.93,DELIVERED,2024-08-07
1561,7910,922,3,95515.43,DELIVERED,2024-01-26
1562,5530,3810,1,75021.47,CANCELLED,2024-12-07
1563,6269,5332,2,72933.16,CANCELLED,2024-03-06
1564,5358,4740,4,63040.1,SHIPPED,2024-10-04
1565,8544,5133,1,18552.82,SHIPPED,2025-02-28
1566,3123,4877,1,5200.52,CANCELLED,2024-11-14
1567,1824,3501,2,71903.73,DELIVERED,2025-04-06
1568,4396,6052,1,62621.87,PLACED,2024-07-27
1569,7122,2431,3,97219.27,SHIPPED,2024-06-27
1570,534,1257,2,56108.91,PLACED,2025-09-20
1571,9876,6714,3,47252.41,SHIPPED,2024-04-06
1572,8893,7653,1,96293.98,PLACED,2024-11-15
1573,4867,1765,3,6187.4,PLACED,2024-07-15
1574,2959,9615,1,48958.59,DELIVERED,2024-04-02
1575,5468,7054,3,42957.43,CANCELLED,2024-07-19
1576,1739,4190,2,9943.3,SHIPPED,2024-10-11
1577,8691,2419,1,88833.74,PLACED,2024-01-17
1578,3455,628,1,39877.09,PLACED,2025-05-28
1579,9437,5167,3,8236.43,DELIVERED,2025-04-18
1580,9332,4541,1,79596.64,CANCELLED,2024-08-06
1581,8625,8665,2,50965.73,SHIPPED,2024-04-29
1582,3181,8550,4,37581.8,PLACED,2025-12-17
1583,1029,1814,1,58759.69,CANCELLED,2024-08-22
1584,6570,1051,3,90187.05,DELIVERED,2024-05-09
1585,1653,8200,1,50444.38,SHIPPED,2024-12-07
1586,5860,6616,3,6181.06,CANCELLED,2025-01-14
1587,4911,3255,2,80203.35,PLACED,2024-04-26
1588,4798,6982,3,94862.93,SHIPPED,2024-07-16
1589,4178,3430,1,23383.38,DELIVERED,2024-12-04
1590,8699,6138,2,6373.45,CANCELLED,2024-06-12
1591,6175,5413,1,55760.62,SHIPPED,2024-12-02
1592,1339,6172,2,73577.74,DELIVERED,2025-01-08
1593,8875,5932,1,83627.36,DELIVERED,2024-08-11
1594,19,5972,1,97502.46,DELIVERED,2024-04-26
1595,9203,5311,1,73424.19,PLACED,2024-06-08
1596,163,9828,3,31111.11,PLACED,2024-08-01
1597,6845,1586,1,82222.76,CANCELLED,2025-08-30
1598,6813,195,2,98018.0,CANCELLED,2024-05-18
1599,6344,2932,4,59558.06,SHIPPED,2024-09-03
1600,8272,4841,2,58062.76,PLACED,2024-06-28
1601,5562,931,2,22300.45,CANCELLED,2024-01-13
1602,2172,3295,2,34078.26,CANCELLED,2024-03-20
1603,4393,5239,3,76251.11,DELIVERED,2025-03-17
1604,7117,2929,2,3954.42,DELIVERED,2025-01-11
1605,1673,8191,1,13567.48,DELIVERED,2025-02-07
1606,6611,9251,1,50240.04,DELIVERED,2025-09-14
1607,6884,5188,3,97946.65,CANCELLED,2024-11-23
1608,2735,9023,2,58225.83,PLACED,2025-05-13
1609,1318,285,3,31100.36,DELIVERED,2025-01-02
1610,48,9961,3,90033.77,SHIPPED,2025-09-24
1611,3260,7843,4,32334.99,DELIVERED,2024-07-01
1612,8760,6165,1,58518.37,SHIPPED,2024-02-13
1613,4066,82,2,14065.54,DELIVERED,2025-05-25
1614,9066,8945,2,52354.37,CANCELLED,2025-08-29
1615,7069,9871,2,57916.48,PLACED,2025-11-10
1616,9675,783,3,81059.54,PLACED,2024-06-15
1617,9176,5598,2,79410.78,DELIVERED,2024-02-16
1618,4545,4356,1,9278.79,DELIVERED,2025-01-06
1619,8286,6056,4,6974.89,PLACED,2024-05-16
1620,6239,91,4,56951.23,CANCELLED,2024-11-18
1621,8215,9918,3,68413.22,DELIVERED,2025-12-01
1622,9633,5453,3,68361.6,CANCELLED,2024-02-10
1623,189,460,1,88411.77,SHIPPED,2024-11-03
1624,4716,9724,1,72588.33,CANCELLED,2024-06-17
